pic href	pic src	trunc-title	float-left	float-right	float-left 2	float-right 2	float-right 3	float-left 4	item_extra_info	float-right 5	red_small	float-left 5	float-left 6	float-right 6	float-left 7
https://www.mvbataxsales.com/auction/gregg-county-online-property-tax-sale-april-2-2024-108/item/account-no-000042729-lot-7-new-city-block-3787-flamingo-mobile-home-park-1-city-of-longview-gregg-county-texas-suit-no-022421-ccl2-2525/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/108/1709247426/w0002-1_t.jpg	Account No. 000042729 - Lot 7, New City Block 3787, Flamingo Mobile Home Park #1, City of Longview, Gregg County, Texas ::::: Suit No. 022421-CCL2	High Bidder:	1745	Current Bid:	$51,600.00	$52,100.00	Min Bid:		Closed (bidding was extended)	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/comal-county-online-property-tax-sale-march-5-2024-107/item/account-no-59306-lot-184-stallion-springs-unit-3-comal-county-texas-suit-no-t-9097d-approximate-property-address-370-appaloosa-dr-fischer-texas-78623-2456/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/107/1707257072/w0002-1_t.jpg	Account No. 59306 - Lot 184, Stallion Springs, Unit 3, Comal County, Texas ::::: Suit No. T-9097D ::::: Approximate Property Address: 370 Appaloosa Dr, Fischer, Texas 78623	High Bidder:	674	Current Bid:	$52,600.00	$53,100.00	Min Bid:		Closed (bidding was extended)	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/harrison-county-online-property-tax-sale-march-5-2024-106/item/account-no-r000004597-0240-acre-more-or-less-out-of-abstract-153-of-the-r-cole-survey-harrison-county-texas-suit-no-07-0182-t-2361/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/106/1707254706/w0002-1_t.jpg	Account No. R000004597 - 0.240 Acre, more or less, out of Abstract 153 of the R Cole Survey, Harrison County, Texas ::::: Suit No. 07-0182-T	High Bidder:	3793	Current Bid:	$9,300.00	$9,400.00	Min Bid:		Closed (bidding was extended)	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/burnet-county-online-property-tax-sale-march-5-2024-104/item/account-no-19961-lot-178-hillcrest-section-sherwood-shores-city-of-granite-shoals-burnet-county-texas-suit-no-47088-approximate-property-address-view-crest-drive-granite-shoals-texas-2348/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/104/1706327805/w0002-1_t.jpg	Account No. 19961 - Lot 178, Hillcrest Section, Sherwood Shores, City of Granite Shoals, Burnet County, Texas ::::: Suit No. 47088 ::::: Approximate Property Address: View Crest Drive, Granite Shoals, Texas	High Bidder:	2508	Current Bid:	$17,200.00	$17,300.00	Min Bid:		Closed (bidding was extended)	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/henderson-county-online-property-tax-sale-march-5-2024-102/item/account-no-45700008007010-lots-7-8-block-8-wildewood-addition-henderson-county-texas-suit-no-tax21-0456-173-2507/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/102/1707435332/w0002-1_t.jpg	Account No. 4570.0008.0070.10 - Lots 7 & 8, Block 8, Wildewood Addition, Henderson County, Texas ::::: Suit No. TAX21-0456-173	High Bidder:	3054	Current Bid:	$6,490.00	$6,590.00	Min Bid:		Closed	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/comal-county-online-property-tax-sale-november-7-2023-101/item/withdrawn-from-sale-account-no-52235-lots-343-344-345-rocky-creek-phase-ii-comal-county-texas-suit-no-t-9779b-approximate-property-address-2958-rocky-ridge-loop-canyon-lake-texas-78133-1951-2178/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/101/1696704105/w0002-1_t.jpg	** WITHDRAWN FROM SALE ** Account No. 52235 - Lots 343, 344 & 345, Rocky Creek, Phase II, Comal County, Texas ::::: Suit No. T-9779B ::::: Approximate Property Address: 2958 Rocky Ridge Loop, Canyon Lake, Texas 78133-1951	Current Bid:	$0.00		$48,214.35	$100.00	Bid Increment:	** WITHDRAWN FROM SALE **			Item Location:			
https://www.mvbataxsales.com/auction/comal-county-online-property-tax-sale-august-1-2023-100/item/withdrawn-from-sale-account-no-26027-lot-45a-emerald-valley-subdivision-comal-county-texas-suit-no-t-9110c-approximate-property-address-6395-chimney-rock-canyon-lake-texas-78133-3717-2171/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/100/1689100537/w0002-1_t.jpg	**WITHDRAWN FROM SALE** Account No. 26027 - Lot 45A, Emerald Valley Subdivision, Comal County, Texas ::::: Suit No. T-9110C ::::: Approximate Property Address: 6395 Chimney Rock, Canyon Lake, Texas 78133-3717	Current Bid:	$0.00		$2,563.81	$50.00	Bid Increment:	*WITHDRAWN FROM SALE*			Item Location:			
https://www.mvbataxsales.com/auction/angelina-county-online-property-tax-sale-all-properties-withdrawn-99/item/account-no-108094-112335-0006573-ri-sneed-cw-gu-1s6000brg-lone-star-ltd15-angelina-county-texas-suit-no-tx-0978-2169/	https://www.mvbataxsales.com/images/nophoto.png	Account No. 108094 (112335) - 0.006573 RI, SNEED, C.W. GU 1,S6000,BRG LONE STAR LTD.,15, Angelina County, Texas ::::: Suit No. TX-0978	Current Bid:	$0.00		$727.00	$10.00	Bid Increment:	WITHDRAWN FROM SALE			Item Location:			
https://www.mvbataxsales.com/auction/burnet-county-online-property-tax-sale-august-1-2023-98/item/withdrawn-from-sale-account-no-25539-lots-900-901-902-kingswood-section-sherwood-shores-ii-city-of-granite-shoals-burnet-county-texas-suit-no-45927-2144/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/98/1687296266/w0002-1_t.jpg	WITHDRAWN FROM SALE Account No. 25539 - Lots 900, 901, & 902, Kingswood Section, Sherwood Shores II, City of Granite Shoals, Burnet County, Texas ::::: Suit No. 45927	Current Bid:	$0.00		$4,200.00	$50.00	Bid Increment:	WITHDRAWN FROM SALE			Item Location:			
https://www.mvbataxsales.com/auction/comal-county-online-property-tax-sale-june-6-2023-97/item/withdrawn-from-sale-account-no-376746-578-acres-more-or-less-out-of-the-maia-ampara-survey-3-abstract-5-comal-county-texas-suit-no-t-10240a-approximate-property-address-1560-eagle-point-2136/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/97/1683307519/w0002-1_t.jpg	*** WITHDRAWN FROM SALE*** Account No. 376746 - 5.78 Acres, more or less, out of the Maia Ampara Survey 3, Abstract 5, Comal County, Texas ::::: Suit No. T-10240A ::::: Approximate Property Address: 1560 Eagle Point	Current Bid:	$0.00		$35,134.91	$100.00	Bid Increment:	***WITHDRAWN FROM SALE***			Item Location:			
https://www.mvbataxsales.com/auction/comal-county-online-property-tax-sale-april-4-2023-96/item/withdrawn-from-sale-account-no-55217-lots-27-and-28-scenic-heights-unit-1-comal-county-texas-suit-no-t-9500b-approximate-property-address-1047-whispering-hill-drive-2129/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/96/1678990331/w0002-1_t.jpg	**WITHDRAWN FROM SALE** Account No. 55217 - Lots 27 and 28, Scenic Heights, Unit 1, Comal County, Texas ::::: Suit No. T-9500B ::::: Approximate Property Address: 1047 Whispering Hill Drive	Current Bid:	$0.00		$20,106.65	$100.00	Bid Increment:	WITHDRAWN FROM SALE			Item Location:			
https://www.mvbataxsales.com/auction/burnet-county-online-property-tax-sale-march-7-2023-93/item/account-no-16253-lot-140-granite-castle-section-sherwood-shores-city-of-granite-shoals-burnet-county-texas-suit-no-44971-approximate-property-address-castlelake-2094/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/93/1674845981/w0002-1_t.jpg	Account No. 16253 - Lot 140, Granite Castle Section, Sherwood Shores, City of Granite Shoals, Burnet County, Texas ::::: Suit No. 44971 ::::: Approximate Property Address: Castlelake	High Bidder:	2535	Current Bid:	$17,800.00	$17,900.00	Min Bid:		Closed (bidding was extended)	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/comal-county-online-property-tax-sale-december-6-2022-92/item/withdrawn-from-sale-008617-lot-426-canyon-lake-forest-unit-1-comal-county-texas-suit-no-t-9249c-approximate-property-address-662-hillclimb-canyon-lake-texas-78133-2444-2085/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/92/1667489556/w0002-1_t.jpg	WITHDRAWN FROM SALE 008617 - Lot 426, Canyon Lake Forest, Unit 1, Comal County, Texas ::::: Suit No. T-9249C ::::: Approximate Property Address: 662 Hillclimb, Canyon Lake, Texas 78133-2444	Current Bid:	$0.00		$13,507.25	$100.00	Bid Increment:				Item Location:			
https://www.mvbataxsales.com/auction/burnet-county-online-property-tax-sale-november-1-2022-91/item/account-no-27766-lot-1039-live-oak-section-sherwood-shores-city-of-granite-shoals-burnet-county-texas-suit-no-42530-approximate-property-address-cottonwood-drive-granite-shoals-texas-2051/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/91/1664224436/w0002-1_t.jpg	Account No. 27766 - Lot 1039, Live Oak Section, Sherwood Shores, City of Granite Shoals, Burnet County, Texas ::::: Suit No. 42,530 ::::: Approximate Property Address: Cottonwood Drive, Granite Shoals, Texas	High Bidder:	385	Current Bid:	$12,600.00	$12,700.00	Min Bid:		Closed	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/comal-county-online-property-tax-sale-september-6-2022-90/item/withdrawn-from-sale-account-no-079072-land-only-account-0716-acre-tract-and-0026-acre-tract-more-or-less-out-of-an-8932-acres-tract-being-part-of-subdivision-no-22-orilla-russell-league-survey-no-2-comal-county-texas-suit-no-t-9726a-approximate-property-address-3605-hunter-road-2045/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/90/1660918764/w0002-1_t.jpg	**WITHDRAWN FROM SALE** Account No. 079072 (LAND ONLY ACCOUNT) - 0.716 Acre Tract and 0.026 Acre Tract, more or less, out of an 89.32 Acres Tract being part of Subdivision No. 22, Orilla Russell League Survey No. 2, Comal County, Texas ::::: Suit No. T-9726A ::::: Approximate Property Address: 3605 Hunter Road	Current Bid:	$0.00		$13,905.32	$100.00	Bid Increment:				Item Location:			
https://www.mvbataxsales.com/auction/comal-county-online-property-tax-sale-june-7-2022-88/item/withdrawn-from-saleaccount-no-034716-lot-347-lake-view-park-subdivision-comal-county-texas-suit-no-t-9677c-2032/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/88/1652306210/w0002-1_t.jpg	**WITHDRAWN FROM SALE**Account No. 034716 - Lot 347, Lake View Park Subdivision, Comal County, Texas ::::: Suit No. T-9677C	Current Bid:	$0.00		$3,458.73	$50.00	Bid Increment:	WITHDRAWN FROM SALE			Item Location:			
https://www.mvbataxsales.com/auction/burnet-county-online-property-tax-sale-june-7-2022-87/item/account-no-31546-lot-38-mystic-castle-section-sherwood-shores-city-of-granite-shoals-burnet-county-texas-suit-no-45083-1999/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/87/1651068800/w0002-1_t.jpg	Account No. 31546 - Lot 38, Mystic Castle Section, Sherwood Shores, City of Granite Shoals, Burnet County, Texas ::::: Suit No. 45083	High Bidder:	1742	Current Bid:	$8,210.00	$8,310.00	Min Bid:	BID IN TRUST	Closed (bidding was extended)	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/comal-county-online-property-tax-sale-march-1-2022-84/item/account-no-36643-lot-6-block-5-lone-star-addition-no-2-city-of-new-braunfels-comal-county-texas-suit-no-t-9323a-approximate-property-address-0-katy-street-1990/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/84/1644448255/w0002-1_t.jpg	Account No. 36643 - Lot 6, Block 5, Lone Star Addition No 2, City of New Braunfels, Comal County, Texas ::::: Suit No. T-9323A ::::: Approximate Property Address: 0 Katy Street	High Bidder:	1343	Current Bid:	$66,500.00	$67,000.00	Min Bid:		Closed (bidding was extended)	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
https://www.mvbataxsales.com/auction/burnet-county-online-property-tax-sale-march-1-2022-83/item/account-no-44884-east-12-of-lot-1-block-45-vanderveeralexander-addition-city-of-burnet-burnet-county-texas-suit-no-44994-approximate-property-address-709-east-pecan-burnet-texas-1941/	https://d2jg8vcunvbhyl.cloudfront.net/auctionimages/83/1643298898/w0002-1_t.jpg	Account No. 44884 - East 1/2 of Lot 1, Block 45, Vanderveer/Alexander Addition, City of Burnet, Burnet County, Texas ::::: Suit No. 44994 ::::: Approximate Property Address: 709 East Pecan, Burnet, Texas	High Bidder:	98	Current Bid:	$50,100.00	$50,600.00	Min Bid:		Closed (bidding was extended)	(bidding was extended)	Bid Increment:	Time Remaining:	, , TX	Item Location:
